;Label;Split;Style;Action;Business Object;Tags
1162;check record# and segmentation;[u'check', u'record#', u'and', u'segmentation'];VO;check;record# and segmentation;check<>VOV, record#<>VOO, and<>VOO, segmentation<>VOO, 
830;check reference / s;[u'check', u'reference', u'/', u's'];VO;check;reference / s;check<>VOV, reference<>VOO, /<>VOO, s<>VOO, 
831;check registration data;[u'check', u'registration', u'data'];VO;check;registration data;check<>VOV, registration<>VOO, data<>VOO, 
832;check reminder;[u'check', u'reminder'];VO;check;reminder;check<>VOV, reminder<>VOO, 
833;check reminder >=3;[u'check', u'reminder', u'>=3'];VO;check;reminder >=3;check<>VOV, reminder<>VOO, >=3<>VOO, 
834;check reminder log for outstanding reminders;[u'check', u'reminder', u'log', u'for', u'outstanding', u'reminders'];VO;check;reminder log;check<>VOV, reminder<>VOO, log<>VOO, for<>C-VOS, outstanding<>misc-VOS, reminders<>VOO, 
835;check renewal status;[u'check', u'renewal', u'status'];VO;check;renewal status;check<>VOV, renewal<>VOO, status<>VOO, 
1163;check repair costs;[u'check', u'repair', u'costs'];VO;check;repair costs;check<>VOV, repair<>VOO, costs<>VOO, 
1164;check repair costs;[u'check', u'repair', u'costs'];VO;check;repair costs;check<>VOV, repair<>VOO, costs<>VOO, 
1165;check repair costs;[u'check', u'repair', u'costs'];VO;check;repair costs;check<>VOV, repair<>VOO, costs<>VOO, 
1166;check report;[u'check', u'report'];VO;check;report;check<>VOV, report<>VOO, 
1167;check report;[u'check', u'report'];VO;check;report;check<>VOV, report<>VOO, 
836;check report against invoice for errors;[u'check', u'report', u'against', u'invoice', u'for', u'errors'];VO;check;report;check<>VOV, report<>VOO, against<>C-VOS, invoice<>misc-VOS, for<>C-VOS, errors<>misc-VOS, 
1168;check reqs by testline;[u'check', u'reqs', u'by', u'testline'];VO;check;reqs;check<>VOV, reqs<>VOO, by<>C-VOS, testline<>misc-VOS, 
837;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
838;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
1169;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
1170;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
1171;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
1172;check request;[u'check', u'request'];VO;check;request;check<>VOV, request<>VOO, 
1173;check request decommissioning;[u'check', u'request', u'decommissioning'];VO;check;request decommissioning;check<>VOV, request<>VOO, decommissioning<>VOO, 
1174;check request decommissioning;[u'check', u'request', u'decommissioning'];VO;check;request decommissioning;check<>VOV, request<>VOO, decommissioning<>VOO, 
1175;check request for change;[u'check', u'request', u'for', u'change'];VO;check;request;check<>VOV, request<>VOO, for<>C-VOS, change<>misc-VOS, 
839;check requested time;[u'check', u'requested', u'time'];VO;check;requested time;check<>VOV, requested<>VOO, time<>VOO, 
840;check requester has responded;[u'check', u'requester', u'has', u'responded'];VO;check;requester has responded;check<>VOV, requester<>VOO, has<>VOO, responded<>VOO, 
841;check requirement;[u'check', u'requirement'];VO;check;requirement;check<>VOV, requirement<>VOO, 
1176;check requirements and priorities;[u'check', u'requirements', u'and', u'priorities'];VO;check;requirements and priorities;check<>VOV, requirements<>VOO, and<>VOO, priorities<>VOO, 
842;check resolution;[u'check', u'resolution'];VO;check;resolution;check<>VOV, resolution<>VOO, 
843;check rest of inventory;[u'check', u'rest', u'of', u'inventory'];VO;check;rest;check<>VOV, rest<>VOO, of<>OF-VOS, inventory<>misc-VOS, 
844;check restlessness and agitation;[u'check', u'restlessness', u'and', u'agitation'];VO;check;restlessness and agitation;check<>VOV, restlessness<>VOO, and<>VOO, agitation<>VOO, 
845;check result;[u'check', u'result'];VO;check;result;check<>VOV, result<>VOO, 
1177;check retail and wholesale invoice;[u'check', u'retail', u'and', u'wholesale', u'invoice'];VO;check;retail and wholesale invoice;check<>VOV, retail<>VOO, and<>VOO, wholesale<>VOO, invoice<>VOO, 
1178;check retainability;[u'check', u'retainability'];VO;check;retainability;check<>VOV, retainability<>VOO, 
1179;check retainability;[u'check', u'retainability'];VO;check;retainability;check<>VOV, retainability<>VOO, 
1180;check retainability;[u'check', u'retainability'];VO;check;retainability;check<>VOV, retainability<>VOO, 
1181;check retainability;[u'check', u'retainability'];VO;check;retainability;check<>VOV, retainability<>VOO, 
1182;check returns reason and device;[u'check', u'returns', u'reason', u'and', u'device'];VO;check;returns reason and device;check<>VOV, returns<>VOO, reason<>VOO, and<>VOO, device<>VOO, 
1183;check returns reason and device;[u'check', u'returns', u'reason', u'and', u'device'];VO;check;returns reason and device;check<>VOV, returns<>VOO, reason<>VOO, and<>VOO, device<>VOO, 
1184;check rfc;[u'check', u'rfc'];VO;check;rfc;check<>VOV, rfc<>VOO, 
1185;check sales order;[u'check', u'sales', u'order'];VO;check;sales order;check<>VOV, sales<>VOO, order<>VOO, 
846;check security;[u'check', u'security'];VO;check;security;check<>VOV, security<>VOO, 
1186;check selected node;[u'check', u'selected', u'node'];VO;check;selected node;check<>VOV, selected<>VOO, node<>VOO, 
847;check self credit assurance;[u'check', u'self', u'credit', u'assurance'];VO;check;self credit assurance;check<>VOV, self<>VOO, credit<>VOO, assurance<>VOO, 
1187;check service availability;[u'check', u'service', u'availability'];VO;check;service availability;check<>VOV, service<>VOO, availability<>VOO, 
848;check service level agreement (sla);[u'check', u'service', u'level', u'agreement', u'(sla)'];VO;check;service level agreement (sla);check<>VOV, service<>VOO, level<>VOO, agreement<>VOO, (sla)<>VOO, 
1188;check serviceability;[u'check', u'serviceability'];VO;check;serviceability;check<>VOV, serviceability<>VOO, 
1189;check serviceability;[u'check', u'serviceability'];VO;check;serviceability;check<>VOV, serviceability<>VOO, 
1190;check servicibility;[u'check', u'servicibility'];VO;check;servicibility;check<>VOV, servicibility<>VOO, 
1191;check shopping card;[u'check', u'shopping', u'card'];VO;check;shopping card;check<>VOV, shopping<>VOO, card<>VOO, 
1192;check shopping card;[u'check', u'shopping', u'card'];VO;check;shopping card;check<>VOV, shopping<>VOO, card<>VOO, 
1193;check sim compatibility;[u'check', u'sim', u'compatibility'];VO;check;sim compatibility;check<>VOV, sim<>VOO, compatibility<>VOO, 
1194;check simcard type in crm;[u'check', u'simcard', u'type', u'in', u'crm'];VO;check;simcard type;check<>VOV, simcard<>VOO, type<>VOO, in<>C-VOS, crm<>misc-VOS, 
1195;check simcard type in crm;[u'check', u'simcard', u'type', u'in', u'crm'];VO;check;simcard type;check<>VOV, simcard<>VOO, type<>VOO, in<>C-VOS, crm<>misc-VOS, 
1196;check simcard type in crm at shop;[u'check', u'simcard', u'type', u'in', u'crm', u'at', u'shop'];VO;check;simcard type;check<>VOV, simcard<>VOO, type<>VOO, in<>C-VOS, crm<>misc-VOS, at<>C-VOS, shop<>misc-VOS, 
1197;check simcard type in crm at shop;[u'check', u'simcard', u'type', u'in', u'crm', u'at', u'shop'];VO;check;simcard type;check<>VOV, simcard<>VOO, type<>VOO, in<>C-VOS, crm<>misc-VOS, at<>C-VOS, shop<>misc-VOS, 
1198;check simcard type in crm at shop;[u'check', u'simcard', u'type', u'in', u'crm', u'at', u'shop'];VO;check;simcard type;check<>VOV, simcard<>VOO, type<>VOO, in<>C-VOS, crm<>misc-VOS, at<>C-VOS, shop<>misc-VOS, 
1199;check site survey;[u'check', u'site', u'survey'];VO;check;site survey;check<>VOV, site<>VOO, survey<>VOO, 
849;check sla in excel spreadsheet;[u'check', u'sla', u'in', u'excel', u'spreadsheet'];VO;check;sla in excel spreadsheet;check<>VOV, sla<>VOO, in<>VOO, excel<>VOO, spreadsheet<>VOO, 
850;check sla per client;[u'check', u'sla', u'per', u'client'];VO;check;sla per client;check<>VOV, sla<>VOO, per<>VOO, client<>VOO, 
851;check sla to enter date invoice has to be processed;[u'check', u'sla', u'to', u'enter', u'date', u'invoice', u'has', u'to', u'be', u'processed'];VO;check;sla;check<>VOV, sla<>VOO, to<>C-VOS, enter<>misc-VOS, date<>misc-VOS, invoice<>misc-VOS, has<>C-VOS, to<>C-VOS, be<>C-VOS, processed<>misc-VOS, 
852;check software availability;[u'check', u'software', u'availability'];VO;check;software availability;check<>VOV, software<>VOO, availability<>VOO, 
853;check solvency;[u'check', u'solvency'];VO;check;solvency;check<>VOV, solvency<>VOO, 
1200;check sort of bar;[u'check', u'sort', u'of', u'bar'];VO;check;sort;check<>VOV, sort<>VOO, of<>OF-VOS, bar<>misc-VOS, 
1201;check sort of bar;[u'check', u'sort', u'of', u'bar'];VO;check;sort;check<>VOV, sort<>VOO, of<>OF-VOS, bar<>misc-VOS, 
1202;check spending limit;[u'check', u'spending', u'limit'];VO;check;spending limit;check<>VOV, spending<>VOO, limit<>VOO, 
1203;check spending limit;[u'check', u'spending', u'limit'];VO;check;spending limit;check<>VOV, spending<>VOO, limit<>VOO, 
854;check spo;[u'check', u'spo'];VO;check;spo;check<>VOV, spo<>VOO, 
1204;check status in unify;[u'check', u'status', u'in', u'unify'];VO;check;status;check<>VOV, status<>VOO, in<>C-VOS, unify<>misc-VOS, 
1205;check status in unify;[u'check', u'status', u'in', u'unify'];VO;check;status;check<>VOV, status<>VOO, in<>C-VOS, unify<>misc-VOS, 
1206;check status reminder letters;[u'check', u'status', u'reminder', u'letters'];VO;check;status reminder letters;check<>VOV, status<>VOO, reminder<>VOO, letters<>VOO, 
1207;check status reminder letters;[u'check', u'status', u'reminder', u'letters'];VO;check;status reminder letters;check<>VOV, status<>VOO, reminder<>VOO, letters<>VOO, 
1208;check status with ecs nm;[u'check', u'status', u'with', u'ecs', u'nm'];VO;check;status;check<>VOV, status<>VOO, with<>C-VOS, ecs<>misc-VOS, nm<>misc-VOS, 
855;check stock;[u'check', u'stock'];VO;check;stock;check<>VOV, stock<>VOO, 
1209;check stock;[u'check', u'stock'];VO;check;stock;check<>VOV, stock<>VOO, 
856;check stock / material record;[u'check', u'stock', u'/', u'material', u'record'];VO;check;stock / material record;check<>VOV, stock<>VOO, /<>VOO, material<>VOO, record<>VOO, 
1210;check stock availability;[u'check', u'stock', u'availability'];VO;check;stock availability;check<>VOV, stock<>VOO, availability<>VOO, 
1211;check stock availability;[u'check', u'stock', u'availability'];VO;check;stock availability;check<>VOV, stock<>VOO, availability<>VOO, 
1212;check stock availability;[u'check', u'stock', u'availability'];VO;check;stock availability;check<>VOV, stock<>VOO, availability<>VOO, 
857;check stock availablility;[u'check', u'stock', u'availablility'];VO;check;stock availablility;check<>VOV, stock<>VOO, availablility<>VOO, 
858;check store inventory;[u'check', u'store', u'inventory'];VO;check;store inventory;check<>VOV, store<>VOO, inventory<>VOO, 
859;check stream for pattern subprocess;[u'check', u'stream', u'for', u'pattern', u'subprocess'];VO;check;stream;check<>VOV, stream<>VOO, for<>C-VOS, pattern<>misc-VOS, subprocess<>misc-VOS, 
860;check student status;[u'check', u'student', u'status'];VO;check;student status;check<>VOV, student<>VOO, status<>VOO, 
861;check study plan;[u'check', u'study', u'plan'];VO;check;study plan;check<>VOV, study<>VOO, plan<>VOO, 
862;check supplier concurrency;[u'check', u'supplier', u'concurrency'];VO;check;supplier concurrency;check<>VOV, supplier<>VOO, concurrency<>VOO, 
1213;check supplier invoice;[u'check', u'supplier', u'invoice'];VO;check;supplier invoice;check<>VOV, supplier<>VOO, invoice<>VOO, 
863;check survey plan registration;[u'check', u'survey', u'plan', u'registration'];VO;check;survey plan registration;check<>VOV, survey<>VOO, plan<>VOO, registration<>VOO, 
864;check survey plan registration;[u'check', u'survey', u'plan', u'registration'];VO;check;survey plan registration;check<>VOV, survey<>VOO, plan<>VOO, registration<>VOO, 
1214;check synchronization requirement;[u'check', u'synchronization', u'requirement'];VO;check;synchronization requirement;check<>VOV, synchronization<>VOO, requirement<>VOO, 
1215;check team credentials in gemini;[u'check', u'team', u'credentials', u'in', u'gemini'];VO;check;team credentials;check<>VOV, team<>VOO, credentials<>VOO, in<>C-VOS, gemini<>misc-VOS, 
1216;check technical environment;[u'check', u'technical', u'environment'];VO;check;technical environment;check<>VOV, technical<>VOO, environment<>VOO, 
1217;check technical feasibility;[u'check', u'technical', u'feasibility'];VO;check;technical feasibility;check<>VOV, technical<>VOO, feasibility<>VOO, 
865;check terminal pricing;[u'check', u'terminal', u'pricing'];VO;check;terminal pricing;check<>VOV, terminal<>VOO, pricing<>VOO, 
1218;check terms to resume;[u'check', u'terms', u'to', u'resume'];VO;check;terms;check<>VOV, terms<>VOO, to<>C-VOS, resume<>misc-VOS, 
866;check test utilise;[u'check', u'test', u'utilise'];VO;check;test utilise;check<>VOV, test<>VOO, utilise<>VOO, 
1219;check textual change;[u'check', u'textual', u'change'];VO;check;textual change;check<>VOV, textual<>VOO, change<>VOO, 
867;"check the ""invoice entered correctly"" box";"[u'check', u'the', u'""invoice', u'entered', u'correctly""', u'box']";VO;check;"the ""invoice entered correctly"" box";"check<>VOV, the<>VOO, ""invoice<>VOO, entered<>VOO, correctly""<>VOO, box<>VOO, "
868;check the application for illegal operation;[u'check', u'the', u'application', u'for', u'illegal', u'operation'];VO;check;the application;check<>VOV, the<>VOO, application<>VOO, for<>C-VOS, illegal<>misc-VOS, operation<>misc-VOS, 
870;"check the box ""invoice entered correctly"" on the invoice entry form";"[u'check', u'the', u'box', u'""invoice', u'entered', u'correctly""', u'on', u'the', u'invoice', u'entry', u'form']";VO;check;"the box ""invoice entered correctly""";"check<>VOV, the<>VOO, box<>VOO, ""invoice<>VOO, entered<>VOO, correctly""<>VOO, on<>C-VOS, the<>VOO, invoice<>misc-VOS, entry<>misc-VOS, form<>misc-VOS, "
871;"check the box ""invoice entered correctly"" on the invoice entry form";"[u'check', u'the', u'box', u'""invoice', u'entered', u'correctly""', u'on', u'the', u'invoice', u'entry', u'form']";VO;check;"the box ""invoice entered correctly""";"check<>VOV, the<>VOO, box<>VOO, ""invoice<>VOO, entered<>VOO, correctly""<>VOO, on<>C-VOS, the<>VOO, invoice<>misc-VOS, entry<>misc-VOS, form<>misc-VOS, "
869;check the box 'invoice entered correctly';"[u'check', u'the', u'box', u""'invoice"", u'entered', u""correctly'""]";VO;check;the box 'invoice entered correctly';check<>VOV, the<>VOO, box<>VOO, 'invoice<>VOO, entered<>VOO, correctly'<>VOO, 
872;check the certification for completeness;[u'check', u'the', u'certification', u'for', u'completeness'];VO;check;the certification;check<>VOV, the<>VOO, certification<>VOO, for<>C-VOS, completeness<>misc-VOS, 
1220;check the collection status;[u'check', u'the', u'collection', u'status'];VO;check;the collection status;check<>VOV, the<>VOO, collection<>VOO, status<>VOO, 
873;check the completeness of invoices;[u'check', u'the', u'completeness', u'of', u'invoices'];VO;check;the completeness;check<>VOV, the<>VOO, completeness<>VOO, of<>OF-VOS, invoices<>misc-VOS, 
874;check the customer;[u'check', u'the', u'customer'];VO;check;the customer;check<>VOV, the<>VOO, customer<>VOO, 
1221;check the customer status;[u'check', u'the', u'customer', u'status'];VO;check;the customer status;check<>VOV, the<>VOO, customer<>VOO, status<>VOO, 
875;check the deadline for applications;[u'check', u'the', u'deadline', u'for', u'applications'];VO;check;the deadline;check<>VOV, the<>VOO, deadline<>VOO, for<>C-VOS, applications<>misc-VOS, 
876;check the dessert card;[u'check', u'the', u'dessert', u'card'];VO;check;the dessert card;check<>VOV, the<>VOO, dessert<>VOO, card<>VOO, 
877;check the due date;[u'check', u'the', u'due', u'date'];VO;check;the due date;check<>VOV, the<>VOO, due<>VOO, date<>VOO, 
878;check the info and confirm;[u'check', u'the', u'info', u'and', u'confirm'];VO;check;the info and confirm;check<>VOV, the<>VOO, info<>VOO, and<>VOO, confirm<>VOO, 
879;check the invoice;[u'check', u'the', u'invoice'];VO;check;the invoice;check<>VOV, the<>VOO, invoice<>VOO, 
880;check the menu;[u'check', u'the', u'menu'];VO;check;the menu;check<>VOV, the<>VOO, menu<>VOO, 
881;check the plan of the student;[u'check', u'the', u'plan', u'of', u'the', u'student'];VO;check;the plan;check<>VOV, the<>VOO, plan<>VOO, of<>OF-VOS, the<>VOO, student<>misc-VOS, 
